Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV51211,0,100,0.0,0.0,24,24,2,1,0,1,1,1,0,1,0,1,0,0,0,2780,990,143.0,0.0,1.0,0.0,0.0,0.0
PRV51212,0,6260,70.0,0.0,180,172,5,7,8,3,5,7,13,13,6,8,1,100500,11580,35130,7890,1082.0,0.0,9.0,1.0,1.0,0.0
PRV51213,0,50,0.0,0.0,24,24,0,0,0,0,2,0,1,2,1,1,0,0,0,2280,220,147.0,0.0,1.0,0.0,1.0,0.0
PRV51214,0,3200,0.0,0.0,96,96,4,4,3,0,2,7,4,7,2,1,1,52030,7476,12620,6830,564.0,0.0,8.0,1.0,0.0,0.0
PRV51215,0,1610,0.0,0.0,120,120,2,7,3,0,3,5,7,9,1,2,2,54200,4272,37850,8630,816.0,0.0,6.0,0.0,0.0,0.0
PRV51216,0,15560,570.0,0.0,852,852,24,36,26,13,21,29,51,52,24,20,5,282470,35676,245750,66030,5250.0,1.0,41.0,2.0,3.0,1.0
PRV51217,0,2930,0.0,0.0,60,60,3,2,2,0,1,2,2,3,1,1,0,0,0,27970,7800,356.0,0.0,3.0,0.0,1.0,0.0
PRV51218,0,520,0.0,0.0,84,84,3,3,3,2,1,3,1,5,2,1,0,4100,1068,3580,1760,444.0,0.0,5.0,2.0,0.0,0.0
PRV51219,0,5330,0.0,0.0,96,96,3,4,6,1,3,4,4,6,1,3,0,3120,2136,11880,1600,574.0,0.0,3.0,0.0,0.0,0.0
PRV51221,0,70,0.0,0.0,12,12,0,1,0,0,1,1,0,1,1,0,0,0,0,240,150,80.0,0.0,1.0,0.0,0.0,0.0
PRV51222,0,860,0.0,0.0,60,60,0,3,3,0,0,3,4,1,0,3,0,123000,3204,9410,1500,379.0,0.0,1.0,0.0,1.0,0.0
PRV51224,0,3130,0.0,0.0,72,72,3,5,3,1,2,3,3,2,2,3,1,19800,14136,11980,1740,537.0,0.0,5.0,1.0,1.0,0.0
PRV51225,0,1190,0.0,0.0,96,96,1,3,1,1,1,2,5,6,5,2,0,36240,3204,8890,4350,595.0,0.0,5.0,0.0,0.0,0.0
PRV51226,0,7430,270.0,0.0,240,240,4,13,5,4,5,6,13,16,6,3,1,20400,4272,31510,8610,1523.0,0.0,11.0,0.0,1.0,0.0
PRV51228,0,430,70.0,0.0,60,60,0,1,1,2,0,1,3,3,1,2,0,51240,2136,2280,2060,349.0,0.0,2.0,0.0,0.0,0.0
PRV51229,0,12410,110.0,0.0,552,563,23,23,12,7,14,13,28,32,11,15,6,115570,16020,57930,17930,3450.0,0.0,26.0,5.0,0.0,1.0
PRV51230,0,12490,0.0,0.0,360,354,9,20,16,5,13,13,21,24,7,12,4,230940,23496,69230,20380,2128.0,0.0,20.0,0.0,0.0,0.0
PRV51231,0,16000,2136.0,21.0,24,24,1,2,2,0,2,0,1,2,1,0,0,56000,5340,3790,220,139.0,0.0,0.0,1.0,0.0,0.0
PRV51232,0,26000,1068.0,10.0,12,12,1,1,1,0,1,0,1,1,0,0,1,38360,4272,3990,1200,90.0,0.0,1.0,0.0,0.0,0.0
PRV51233,0,27000,3204.0,16.0,36,36,2,1,0,1,0,3,1,2,0,0,0,38020,5340,1870,1620,203.0,0.0,1.0,0.0,0.0,0.0
PRV51234,0,29000,5340.0,46.0,60,60,2,1,1,0,2,1,4,3,1,3,0,54010,7476,4250,1010,359.0,0.0,2.0,1.0,0.0,0.0
PRV51235,0,10000,2136.0,7.0,24,24,0,1,1,0,1,2,2,1,0,1,1,62800,5340,440,30,109.0,0.0,0.0,0.0,0.0,0.0
PRV51236,0,12000,1068.0,2.0,12,12,1,1,0,1,0,0,0,1,0,0,0,12100,1068,150,10,36.0,0.0,0.0,0.0,0.0,0.0
PRV51237,0,19000,1068.0,2.0,12,12,1,1,1,0,0,0,1,1,1,1,0,32000,3204,17640,3340,91.0,0.0,0.0,0.0,0.0,0.0
PRV51238,0,132000,4272.0,117.0,96,96,5,6,6,3,2,6,7,8,2,4,2,228600,13884,11080,2980,597.0,0.0,2.0,0.0,0.0,0.0
PRV51239,0,5000,1068.0,4.0,12,0,1,1,0,0,0,0,1,1,0,0,0,5000,1068,0,0,82.0,0.0,1.0,0.0,0.0,0.0
PRV51240,0,94020,11788.0,72.0,720,720,17,27,22,8,20,26,40,42,22,16,9,328100,32040,135680,24890,4267.0,0.0,39.0,14.0,2.0,0.0
PRV51241,0,90210,9772.0,78.0,720,720,24,41,25,5,18,32,47,48,21,21,13,408320,36244,84380,23140,4444.0,0.0,33.0,7.0,0.0,0.0
PRV51242,1,117200,11100.0,72.0,1332,1332,37,75,46,15,35,59,77,84,34,27,10,651120,66216,302510,70470,8135.0,1.0,65.0,9.0,3.0,1.0
PRV51243,0,6330,270.0,0.0,432,432,19,14,14,6,17,20,22,31,9,12,0,72000,4272,54580,15120,2826.0,3.0,28.0,3.0,0.0,0.0
PRV51244,1,2153990,211918.0,1377.0,16788,16782,550,845,607,181,457,651,989,1063,437,397,134,8228970,893036,2844860,759980,101959.0,8.0,832.0,144.0,8.0,2.0
PRV51245,0,83630,3894.0,15.0,2076,2073,60,122,71,17,54,109,135,136,56,67,15,787060,96120,868810,249370,12176.0,0.0,105.0,5.0,0.0,0.0
PRV51247,0,76240,9722.0,48.0,408,408,9,21,14,5,11,13,23,25,7,15,2,174340,67096,47640,13480,2545.0,0.0,20.0,2.0,0.0,0.0
PRV51248,0,23500,1068.0,7.0,24,24,2,2,2,0,2,1,2,2,0,0,0,59080,4272,1100,180,168.0,0.0,1.0,0.0,0.0,0.0
PRV51249,1,521330,51474.0,423.0,1512,1500,53,77,45,18,44,57,91,95,46,41,9,1168210,151664,187330,50730,9312.0,0.0,78.0,11.0,5.0,0.0
PRV51250,0,22560,280.0,0.0,1008,1008,31,48,37,8,18,29,59,61,22,23,6,398140,34976,183360,63640,6015.0,2.0,39.0,9.0,0.0,0.0
PRV51251,0,3590,0.0,0.0,132,132,3,7,6,3,4,6,7,9,8,2,0,66940,8544,17830,4780,788.0,0.0,3.0,1.0,0.0,0.0
PRV51252,0,154930,18356.0,92.0,1032,1044,38,52,43,17,33,44,66,64,24,16,8,478410,58332,135050,40370,6114.0,1.0,57.0,10.0,0.0,0.0
PRV51253,0,21740,300.0,0.0,1020,1003,31,60,35,11,34,44,57,71,26,27,9,453670,57292,206360,55970,6134.0,0.0,58.0,13.0,0.0,0.0
PRV51255,0,40570,2196.0,12.0,876,888,32,53,33,14,19,27,50,56,23,16,8,497820,39516,223640,52140,5425.0,0.0,37.0,7.0,0.0,0.0
PRV51256,0,38550,0.0,0.0,1128,1128,42,56,32,12,23,40,72,70,37,33,13,416010,43788,185810,55530,6864.0,1.0,44.0,14.0,1.0,0.0
PRV51258,0,99660,8744.0,44.0,168,168,4,9,9,2,5,5,12,13,4,8,2,126940,12816,19890,6130,1075.0,0.0,11.0,2.0,0.0,0.0
PRV51259,0,151960,4272.0,29.0,252,252,6,13,9,0,4,12,17,17,7,5,0,396480,17088,84110,19440,1621.0,0.0,13.0,4.0,0.0,1.0
PRV51260,0,92390,3204.0,29.0,732,732,20,42,25,8,19,39,44,47,18,21,6,339570,21360,200930,59300,4278.0,0.0,37.0,5.0,0.0,1.0
PRV51261,0,270170,27120.0,171.0,1692,1702,54,89,66,22,44,70,105,112,54,44,18,1231230,121760,374130,95750,10310.0,1.0,88.0,16.0,5.0,2.0
PRV51262,0,16270,40.0,0.0,720,720,31,36,30,13,23,24,46,46,16,18,6,314450,32040,130420,33400,4431.0,0.0,37.0,5.0,0.0,0.0
PRV51263,1,218170,19294.0,183.0,528,528,19,26,16,10,12,19,24,33,9,19,4,408480,40584,58670,19770,3188.0,0.0,29.0,3.0,2.0,0.0
PRV51264,0,5270,120.0,0.0,444,468,13,23,15,6,6,13,19,27,11,12,1,77550,29276,69930,19400,2872.0,0.0,23.0,5.0,1.0,0.0
PRV51265,0,45770,750.0,0.0,1884,1920,56,91,62,22,35,67,125,112,52,29,10,562250,91216,355100,99020,11078.0,2.0,96.0,28.0,2.0,0.0
PRV51266,0,102900,9762.0,79.0,1104,1104,46,53,33,11,34,50,67,72,25,42,5,332470,48992,169380,49740,6864.0,0.0,59.0,14.0,2.0,3.0
PRV51267,0,12870,2166.0,8.0,168,156,7,9,9,2,8,5,10,12,4,3,1,94160,8544,12740,5970,1072.0,0.0,7.0,1.0,1.0,0.0
PRV51271,0,43180,2336.0,10.0,1476,1470,45,73,39,16,40,63,80,85,41,32,4,418670,45924,224040,63710,8996.0,0.0,65.0,18.0,7.0,0.0
PRV51272,0,50760,2756.0,8.0,948,948,51,40,28,4,20,43,51,52,30,20,0,304050,41652,179780,41130,5818.0,0.0,51.0,5.0,0.0,0.0
PRV51273,0,131340,1400.0,0.0,6600,6634,185,322,191,69,173,236,370,409,165,181,38,2457640,200144,1022440,309070,40471.0,1.0,304.0,58.0,11.0,14.0
PRV51274,0,175720,10740.0,46.0,684,696,26,32,14,11,13,22,37,40,14,17,4,372250,32840,77530,30210,4371.0,1.0,28.0,10.0,0.0,0.0
PRV51276,0,133980,15272.0,75.0,792,792,19,42,24,13,20,26,49,48,19,26,3,466230,60108,104040,35210,4614.0,0.0,35.0,5.0,1.0,0.0
PRV51277,0,141190,10920.0,60.0,708,708,24,33,28,4,15,31,42,47,19,21,3,418830,39516,142430,41780,4309.0,0.0,34.0,2.0,2.0,1.0
PRV51279,0,59840,750.0,0.0,2688,2682,86,133,92,36,62,97,160,171,71,73,15,949230,92916,420040,133390,15922.0,0.0,131.0,26.0,2.0,0.0
PRV51280,0,20250,0.0,0.0,456,468,10,22,13,7,11,13,19,20,11,13,5,65360,13884,118160,31890,2976.0,3.0,28.0,4.0,1.0,0.0
PRV51281,0,89470,690.0,0.0,3096,3048,80,135,91,38,69,99,169,200,75,66,24,823980,101460,533480,139460,18689.0,2.0,150.0,23.0,3.0,0.0
PRV51282,0,77330,8624.0,37.0,708,708,18,33,28,6,24,22,41,47,21,21,4,346030,40584,93410,22740,4292.0,0.0,33.0,5.0,1.0,0.0
PRV51284,0,279860,18058.0,115.0,4452,4493,152,220,148,45,96,164,265,276,111,101,40,1811610,162068,754710,221650,27068.0,0.0,198.0,38.0,4.0,0.0
PRV51285,0,196120,16530.0,125.0,2016,2016,56,98,86,33,69,75,109,136,63,51,17,661040,99324,288620,74440,12412.0,1.0,112.0,28.0,1.0,6.0
PRV51286,0,145170,16330.0,93.0,840,816,24,43,29,5,31,34,47,59,20,20,11,699750,68352,79780,28200,5369.0,0.0,48.0,10.0,0.0,0.0
PRV51287,0,25700,100.0,0.0,936,936,34,52,31,4,38,41,56,60,29,29,3,491210,66656,194440,54100,6030.0,0.0,56.0,10.0,1.0,0.0
PRV51288,0,37360,3204.0,13.0,96,96,3,4,2,0,3,4,6,6,0,1,1,138470,12816,28070,7210,595.0,0.0,5.0,1.0,0.0,0.0
PRV51289,0,46300,240.0,0.0,1044,1104,47,77,48,10,44,47,62,84,55,27,19,289900,35244,477920,97280,6653.0,1.0,52.0,12.0,0.0,0.0
PRV51290,0,14990,260.0,0.0,1356,1356,51,65,46,20,33,37,76,79,39,29,19,410960,49128,112240,37900,8429.0,1.0,59.0,10.0,0.0,0.0
PRV51292,0,3970,0.0,0.0,264,264,2,14,6,3,3,10,16,17,7,5,0,43500,13476,31750,7920,1515.0,1.0,14.0,3.0,0.0,0.0
PRV51293,0,21200,20.0,0.0,1056,1049,31,41,31,11,16,38,57,69,20,26,7,281500,22428,159960,53330,6292.0,0.0,61.0,12.0,1.0,0.0
PRV51295,0,1950,0.0,0.0,84,84,3,4,2,0,4,2,4,7,4,0,0,23000,3204,9430,2420,458.0,0.0,6.0,2.0,0.0,0.0
PRV51296,0,38630,3284.0,38.0,360,336,12,17,10,1,6,15,21,23,7,11,2,99350,11748,54610,13490,2271.0,1.0,17.0,3.0,0.0,0.0
PRV51297,0,77090,5410.0,18.0,840,840,24,51,39,10,21,33,45,61,27,12,7,340190,48924,240800,60880,5124.0,1.0,46.0,4.0,0.0,0.0
PRV51298,0,31120,550.0,0.0,1152,1200,36,46,37,11,18,26,72,60,38,30,1,399140,50448,152390,45620,7226.0,3.0,71.0,16.0,0.0,1.0
PRV51299,0,6230,30.0,0.0,444,444,18,17,15,9,11,17,26,27,8,17,3,183930,20292,61040,19930,2509.0,0.0,21.0,8.0,0.0,0.0
PRV51300,0,107540,7636.0,32.0,612,584,23,35,21,7,29,22,36,38,16,18,1,439340,83116,100640,25670,3720.0,0.0,33.0,6.0,0.0,0.0
PRV51301,0,136910,6718.0,64.0,1344,1338,36,56,47,18,38,52,86,83,41,34,4,964070,70196,243640,74130,7915.0,0.0,70.0,14.0,4.0,0.0
PRV51302,0,80710,10750.0,49.0,516,510,22,17,17,5,16,18,25,34,20,8,3,142340,24360,63830,25210,2963.0,3.0,13.0,12.0,0.0,1.0
PRV51303,0,36110,510.0,0.0,1116,1102,35,59,35,16,42,37,75,76,31,23,12,301400,29636,234740,72150,6820.0,2.0,54.0,14.0,0.0,0.0
PRV51304,0,39350,2306.0,10.0,612,606,21,27,16,4,10,25,33,36,21,10,5,231950,20292,133120,33660,3792.0,1.0,34.0,10.0,0.0,0.0
PRV51305,0,113400,11748.0,80.0,588,588,27,31,14,5,10,23,31,37,20,15,2,187880,25632,91080,16970,3581.0,1.0,26.0,3.0,0.0,0.0
PRV51306,0,3700,100.0,0.0,204,203,5,7,3,2,4,6,12,11,3,3,2,116740,11748,22380,10240,1267.0,0.0,9.0,1.0,0.0,0.0
PRV51307,0,6940,80.0,0.0,444,444,10,12,9,4,7,10,24,27,20,16,1,21230,4272,57760,16570,2789.0,2.0,27.0,2.0,0.0,0.0
PRV51308,0,13790,130.0,0.0,420,395,9,17,10,4,10,14,22,23,13,8,3,117010,16884,72820,22870,2429.0,3.0,15.0,6.0,1.0,0.0
PRV51309,0,3790,0.0,0.0,216,205,10,14,11,0,7,12,11,14,6,8,1,130500,9612,25810,7890,1345.0,0.0,10.0,3.0,0.0,0.0
PRV51311,0,16010,3204.0,15.0,252,252,5,14,8,5,3,9,14,16,4,3,0,52150,7476,39720,9110,1555.0,1.0,13.0,5.0,0.0,0.0
PRV51312,0,28790,4272.0,21.0,552,552,23,26,16,8,14,22,24,32,13,11,8,73220,10680,109240,21400,3345.0,3.0,24.0,2.0,0.0,1.0
PRV51313,0,4970,90.0,0.0,228,228,5,10,6,1,4,10,11,19,7,4,2,155400,5340,35760,9400,1277.0,0.0,14.0,3.0,0.0,0.0
PRV51314,0,6460,0.0,0.0,360,360,13,19,12,3,7,5,16,25,6,6,1,23000,3204,61110,13000,2158.0,0.0,20.0,4.0,0.0,0.0
PRV51315,0,7210,340.0,0.0,564,564,12,20,17,3,8,18,30,40,11,11,3,123400,6408,69630,31880,3376.0,4.0,24.0,3.0,0.0,0.0
PRV51316,0,21000,3204.0,31.0,36,36,2,1,1,0,0,1,2,2,0,0,0,21280,3204,830,20,239.0,0.0,3.0,0.0,0.0,0.0
PRV51318,0,13000,3204.0,14.0,36,36,1,3,2,0,1,3,3,3,2,2,2,21120,5340,3490,860,238.0,0.0,1.0,0.0,0.0,0.0
PRV51322,0,850,0.0,0.0,144,144,3,5,3,1,3,5,8,6,3,3,1,13000,2136,28250,5160,843.0,0.0,5.0,2.0,1.0,0.0
PRV51323,0,20860,320.0,0.0,912,912,22,39,20,13,25,38,57,51,18,16,3,130800,28836,158530,37300,5360.0,0.0,48.0,5.0,0.0,0.0
PRV51324,0,9330,0.0,0.0,336,336,14,10,9,3,11,10,19,20,13,8,1,341000,19816,55540,14430,1992.0,0.0,21.0,3.0,1.0,1.0
PRV51325,0,15140,0.0,0.0,180,180,1,15,13,0,6,8,10,14,2,3,0,1095800,22428,196430,45010,1046.0,0.0,13.0,0.0,0.0,0.0
PRV51326,0,14000,90.0,0.0,528,528,13,26,8,6,7,17,29,19,8,5,0,82000,10680,69570,20470,3061.0,0.0,27.0,12.0,0.0,0.0
PRV51327,0,8990,150.0,0.0,492,492,16,17,15,4,4,12,29,26,9,6,3,27900,5340,75610,18650,3101.0,0.0,26.0,8.0,0.0,0.0
PRV51328,0,550,0.0,0.0,84,84,0,1,0,0,1,1,3,6,0,2,0,0,0,10330,4390,493.0,0.0,3.0,0.0,0.0,0.0
PRV51329,0,19360,240.0,0.0,888,888,21,31,19,13,21,43,36,41,30,24,9,164800,13884,138970,40200,5036.0,5.0,45.0,12.0,1.0,0.0
PRV51330,0,3810,20.0,0.0,228,228,9,15,2,0,5,8,16,14,3,6,1,4000,1068,27440,9660,1478.0,0.0,15.0,7.0,0.0,0.0
PRV51331,0,320,40.0,0.0,60,60,3,3,3,0,4,2,4,4,4,4,1,20000,2136,3200,910,364.0,0.0,2.0,2.0,0.0,0.0
PRV51334,0,15000,2136.0,11.0,24,24,0,1,0,0,0,0,2,2,0,0,0,16200,2136,3100,800,115.0,0.0,2.0,1.0,0.0,0.0
PRV51335,0,46080,400.0,0.0,1704,1690,53,85,59,30,49,66,90,106,40,47,23,883280,58740,295120,82130,11039.0,1.0,112.0,19.0,0.0,0.0
PRV51336,0,129450,10700.0,69.0,804,816,34,38,29,14,19,31,53,47,20,21,7,390420,36312,149490,55450,4982.0,2.0,43.0,6.0,6.0,2.0
PRV51337,1,379100,41952.0,243.0,1979,2016,63,104,68,30,45,82,126,130,59,50,14,1051510,118548,355320,110410,12416.0,4.0,98.0,16.0,15.0,15.0
PRV51338,1,113860,7926.0,45.0,1524,1536,48,74,57,12,40,57,90,102,40,44,17,643160,81100,277870,84800,9705.0,1.0,73.0,6.0,31.0,3.0
PRV51340,0,43210,10.0,0.0,1812,1812,54,94,64,21,51,74,111,115,49,48,17,608080,89732,418170,112210,11467.0,0.0,89.0,10.0,24.0,5.0
PRV51341,0,14530,70.0,0.0,852,849,17,39,26,12,14,20,42,50,20,18,6,324620,22428,195660,46960,5282.0,2.0,44.0,3.0,6.0,2.0
PRV51342,0,356780,29366.0,201.0,2484,2469,79,131,89,21,67,93,138,150,67,66,25,1002140,114140,470510,153190,15523.0,5.0,119.0,17.0,30.0,8.0
PRV51344,0,26250,2136.0,14.0,396,396,10,15,11,7,5,14,17,23,13,14,3,96780,12816,95920,25070,2453.0,0.0,17.0,2.0,4.0,0.0
PRV51345,0,15120,220.0,0.0,588,588,17,33,16,5,12,23,32,39,12,16,8,276870,25632,153130,46530,3556.0,0.0,33.0,6.0,8.0,5.0
PRV51346,0,104490,5820.0,26.0,3168,3186,116,154,123,36,90,119,184,198,90,96,27,1281550,158416,599130,182580,19731.0,3.0,143.0,9.0,77.0,15.0
PRV51347,1,596900,5090.0,0.0,24707,24598,849,1133,814,316,600,856,1432,1524,626,654,204,7054440,883124,4691390,1463890,152657.0,25.0,1100.0,101.0,277.0,119.0
PRV51348,0,152330,20442.0,105.0,660,660,26,38,35,6,23,28,41,41,23,19,7,533310,60808,150890,51790,4148.0,0.0,30.0,3.0,4.0,2.0
PRV51349,0,40480,5410.0,66.0,360,360,10,19,9,5,12,18,19,25,7,12,2,134010,19224,45280,11810,2306.0,0.0,17.0,0.0,5.0,1.0
PRV51350,0,213380,23218.0,115.0,2856,2844,106,148,102,42,80,113,170,190,73,68,26,1007770,171910,617020,187970,18119.0,1.0,140.0,18.0,24.0,13.0
PRV51351,0,10840,0.0,0.0,384,384,15,21,16,3,12,10,25,23,12,7,7,295160,21360,79450,26450,2451.0,0.0,14.0,1.0,5.0,1.0
PRV51352,0,5900,0.0,0.0,48,48,1,3,1,0,1,1,1,2,0,1,1,3000,1068,17260,6410,341.0,0.0,2.0,0.0,0.0,0.0
PRV51353,0,51210,5390.0,32.0,216,216,7,8,4,4,3,5,10,16,6,7,1,115060,11748,22920,7040,1275.0,0.0,7.0,0.0,6.0,0.0
PRV51354,0,10440,0.0,18.0,48,48,3,2,1,1,0,1,2,2,1,1,2,24000,2136,2030,1570,297.0,0.0,4.0,0.0,1.0,0.0
PRV51355,0,145060,16250.0,79.0,888,888,32,39,34,9,24,29,49,60,19,23,4,452820,52332,118600,43430,5522.0,0.0,36.0,4.0,6.0,5.0
PRV51356,0,187800,17258.0,88.0,1128,1114,34,53,33,12,26,42,67,71,32,32,11,679610,58472,179100,51050,7053.0,1.0,50.0,6.0,19.0,5.0
PRV51357,1,205130,12936.0,113.0,1920,1915,71,89,60,17,47,76,103,116,55,52,10,627250,90692,335500,103130,11794.0,1.0,97.0,12.0,23.0,10.0
PRV51358,0,61210,7536.0,27.0,204,204,8,10,9,4,2,8,12,13,9,4,1,146710,14952,25510,10330,1356.0,0.0,9.0,0.0,0.0,2.0
PRV51360,0,94230,9762.0,48.0,348,348,8,14,9,5,4,12,16,19,8,4,5,204200,19224,47170,15840,2072.0,1.0,16.0,1.0,5.0,3.0
PRV51361,0,7870,130.0,0.0,384,378,13,20,13,5,9,12,21,19,8,9,5,255580,27360,62770,19930,2576.0,0.0,15.0,1.0,2.0,2.0
PRV51362,0,151320,6408.0,35.0,528,528,22,25,20,3,17,21,35,31,17,15,5,357490,40108,137850,37260,3419.0,1.0,27.0,7.0,4.0,4.0
PRV51363,0,150,0.0,0.0,36,36,1,2,1,1,1,0,2,3,0,1,0,0,0,10100,2780,238.0,0.0,0.0,0.0,0.0,0.0
PRV51364,0,55830,6508.0,25.0,276,276,17,18,12,6,8,12,16,19,6,8,3,115730,14952,47590,14100,1667.0,0.0,16.0,2.0,2.0,2.0
PRV51366,0,18340,180.0,0.0,684,684,26,40,31,8,16,24,43,37,19,21,7,161610,19224,117840,27360,3979.0,0.0,32.0,3.0,7.0,4.0
PRV51368,0,570,60.0,0.0,48,48,1,4,1,0,1,1,2,3,1,2,1,0,0,2370,1010,282.0,0.0,2.0,0.0,0.0,0.0
PRV51369,1,601910,6280.0,0.0,24900,24887,800,1229,923,278,649,900,1515,1593,689,602,251,8924170,974356,5484960,1599810,155108.0,16.0,1236.0,140.0,301.0,165.0
PRV51371,0,93130,11798.0,64.0,552,548,18,25,18,10,20,19,30,33,13,14,6,242380,32040,95040,25850,3467.0,1.0,25.0,1.0,7.0,2.0
PRV51376,0,19420,90.0,0.0,612,612,15,31,19,11,13,21,33,38,17,17,5,151560,18156,138780,37750,3837.0,0.0,31.0,3.0,8.0,0.0
PRV51377,0,123950,3634.0,23.0,1140,1140,39,53,37,12,30,37,58,67,30,30,7,563250,49128,232910,62450,6989.0,1.0,56.0,5.0,8.0,2.0
PRV51378,1,1215370,112180.0,757.0,1908,1927,66,110,85,26,60,90,131,138,58,63,27,2821020,246960,335940,96040,11855.0,1.0,86.0,10.0,9.0,5.0
PRV51379,0,19340,2156.0,7.0,264,264,5,14,9,3,5,10,16,18,7,8,2,176600,13884,74260,17840,1588.0,0.0,12.0,0.0,2.0,2.0
PRV51380,0,51560,4272.0,21.0,96,96,5,5,3,0,2,3,5,5,3,4,0,55840,5340,16550,4200,605.0,0.0,6.0,0.0,0.0,0.0
PRV51382,0,6840,90.0,0.0,180,192,7,10,7,2,7,5,10,15,6,6,0,102750,8544,22080,5940,1166.0,0.0,9.0,0.0,0.0,1.0
PRV51383,0,108490,9712.0,36.0,924,924,34,48,36,17,26,36,63,62,34,33,11,459560,52332,193100,56060,5640.0,0.0,43.0,8.0,12.0,2.0
PRV51386,0,99320,1330.0,0.0,4576,4548,154,219,143,47,109,149,272,276,108,134,38,2152060,228216,945390,304360,28561.0,4.0,195.0,20.0,30.0,24.0
PRV51387,0,114420,13904.0,56.0,696,708,26,46,28,13,19,36,45,49,26,24,7,291440,44788,193950,51990,4337.0,1.0,35.0,3.0,6.0,2.0
PRV51388,0,191010,15222.0,100.0,1032,1032,40,51,38,14,31,35,62,69,26,33,5,508380,63444,263900,63900,6051.0,1.0,52.0,3.0,10.0,5.0
PRV51389,0,153470,19284.0,109.0,936,948,20,48,23,9,26,30,56,60,24,25,5,381630,48060,122540,36370,5786.0,0.0,49.0,7.0,5.0,6.0
PRV51390,1,1607260,173186.0,1147.0,3276,3272,130,189,146,39,110,134,211,232,87,90,27,3046830,323860,511920,141030,20365.0,4.0,150.0,8.0,33.0,22.0
PRV51391,0,144400,13086.0,88.0,2076,2123,73,106,70,22,45,78,120,130,73,54,14,799980,96304,415890,132670,13062.0,1.0,117.0,15.0,27.0,11.0
PRV51392,0,1660,50.0,0.0,192,204,6,6,12,2,7,12,14,13,6,5,2,120540,18156,24250,6390,1327.0,0.0,9.0,1.0,2.0,1.0
PRV51393,1,906370,71430.0,479.0,10908,10884,359,494,347,87,268,348,626,616,287,258,61,3977110,358944,1487570,488090,68957.0,5.0,527.0,30.0,132.0,52.0
PRV51394,0,460,0.0,0.0,48,48,1,2,2,0,0,0,2,3,0,0,0,0,0,3960,920,293.0,0.0,2.0,0.0,0.0,1.0
PRV51395,0,10400,0.0,0.0,240,240,7,11,9,3,8,10,15,15,5,4,3,88400,6408,77530,20310,1446.0,0.0,9.0,2.0,4.0,1.0
PRV51396,0,17520,3204.0,15.0,492,528,11,25,9,4,11,17,32,32,16,10,5,137780,15752,80380,23370,3252.0,2.0,28.0,2.0,6.0,5.0
PRV51397,0,17870,0.0,0.0,468,480,15,19,18,5,13,14,29,31,14,10,3,243670,19224,65940,20800,3054.0,0.0,20.0,2.0,0.0,4.0
PRV51398,0,31040,1238.0,5.0,996,996,34,58,35,12,23,32,69,65,34,26,12,419820,49128,186430,51400,6530.0,0.0,60.0,9.0,8.0,14.0
PRV51399,1,845070,69448.0,446.0,2508,2520,85,121,94,38,67,95,160,166,78,78,22,1571350,189996,562210,121872,15368.0,1.0,116.0,17.0,23.0,6.0
PRV51401,1,91520,7626.0,66.0,504,504,17,26,22,6,12,18,35,34,18,16,5,373160,35540,124250,37670,2962.0,0.0,17.0,2.0,4.0,2.0
PRV51403,0,277010,11150.0,79.0,1368,1368,33,75,48,15,37,50,80,89,39,49,6,1104550,99780,240790,77560,8527.0,1.0,62.0,6.0,10.0,7.0
PRV51404,0,29350,1368.0,7.0,700,708,22,35,22,9,13,24,41,42,17,22,3,198630,22156,125090,26760,4331.0,1.0,43.0,6.0,6.0,2.0
PRV51405,0,23710,2136.0,9.0,588,582,20,26,12,3,13,22,34,43,15,14,2,152180,20292,104230,29820,3518.0,0.0,24.0,3.0,11.0,0.0
PRV51406,0,104260,7476.0,43.0,336,348,16,16,14,4,11,14,22,24,10,9,2,221140,24564,98740,29420,2111.0,0.0,18.0,3.0,4.0,1.0
PRV51408,0,1390,0.0,0.0,180,180,5,6,4,2,3,4,9,11,5,3,0,74720,5340,20890,6980,1148.0,0.0,11.0,2.0,3.0,0.0
PRV51409,0,300,0.0,0.0,48,48,1,2,2,0,2,3,4,3,1,2,0,0,0,5240,1580,239.0,0.0,2.0,0.0,0.0,1.0
PRV51410,1,177550,1920.0,0.0,7524,7524,217,357,297,100,219,271,431,511,221,227,111,2182710,215532,1611650,438810,47514.0,12.0,352.0,33.0,61.0,60.0
PRV51412,0,440,0.0,0.0,60,60,2,3,2,3,1,1,3,3,4,0,0,19320,1068,5360,3190,429.0,0.0,3.0,1.0,0.0,0.0
PRV51414,0,30230,3204.0,21.0,336,336,13,22,17,3,11,17,25,19,9,9,2,338430,28836,107350,25840,2023.0,0.0,12.0,0.0,0.0,2.0
